,ra_target,dec_target,events_in_target,expected_events_in_target,lambda,poisson_p_value,lambda_p_value,poisson_penalized_pvalue,lambda_penalized_pvalue
0,243.68866113133882,21.654820915558595,8,4.339518193055789,22.629090265035934,0.05361938201253491,0.0005351554311459061,0.6678633920842303,0.010648868593290284
1,310.5310904386217,5.840325185369501,10,7.043099851868165,18.270054993375396,0.13775487841126943,0.014325582353329591,0.9484041326079172,0.25067590295114417
2,220.75945798897618,3.664290004233654,12,7.399878151525068,14.783139808424636,0.056315844503352475,0.039847601193606086,0.6862864583689798,0.5565921009612661
3,183.6214907154572,-2.0255782637990443,12,8.305435349245874,16.616614581566363,0.10742727823171527,0.031365743152392045,0.8969917043286717,0.471315611941434
4,252.01175426680638,-2.1392431037035027,11,8.323079798865333,6.417508294366204,0.1770339712070934,0.35672954352151565,0.9796933554524403,0.999852812096364
5,297.9863982901483,-3.50842565582767,12,8.534139708636468,15.598251244399375,0.1236294910352056,0.04877951962553562,0.9285906481940052,0.6321897338600424
6,203.6003712695778,-3.6057675187213163,11,8.549039223869086,5.453462577178501,0.19881281346644808,0.44953313469404077,0.9881237344634771,0.9999934743519796
7,32.17533564439059,-17.20085834527138,15,10.474997425801568,22.48474796736544,0.08890063220409805,0.012240959912633298,0.8446486950433952,0.21833572823416447
8,204.6694648042417,-17.839842056528312,19,10.557308848497623,30.778232351724775,0.009121494647084671,0.0012088945782818827,0.16745416696393056,0.023902224347996825
9,144.1161424646023,-24.40701586635849,15,11.35754413659132,21.450954527686008,0.14306589961885285,0.02020178366470382,0.9544017153690606,0.3351358895112121
10,215.92523588435432,-25.925809652587947,15,11.530683191493953,10.807377627742643,0.1554597870646106,0.2416663636581099,0.9659272906825661,0.9960444543942786
11,181.56156393674996,-27.70793769189979,16,11.728175721929892,15.361501351460953,0.11189266104442586,0.09646441174820353,0.9068229024430841,0.8685062041185182
12,127.31229936569555,-39.52930837098552,22,12.895600569259845,22.9938043992183,0.009974220797891009,0.01978699675787532,0.1816669976555052,0.32948393294556333
13,61.81411420344158,-39.91265767115478,16,12.929921683715138,32.097073963278724,0.19486836392181006,0.0016103761902596103,0.9868979927729075,0.031719523084473566
14,119.9073920343629,-41.751950889681474,14,13.09238997558007,19.893383519939878,0.38572221527010686,0.04723290236372668,0.9999414810953996,0.620042500713698
15,73.13325803488779,-49.03124405838774,17,13.718197240200546,23.341733958803466,0.18676435453355822,0.02422377918416807,0.9839923299293478,0.3876431120453987
16,110.71275533522903,-57.47064342753307,14,14.547018323587373,22.234386305516956,0.5397847687045279,0.04177475893171556,0.9999998183565425,0.5740563652160554
17,107.1883472221376,-58.51208462900496,15,14.678166647637687,20.306884487459868,0.45002030216411093,0.06356827737721593,0.9999935888909883,0.731142380356705
18,220.02136699446206,-59.57282091399601,19,14.82538237059832,33.707283222037375,0.14184488343419877,0.002314660988581796,0.9530845458927082,0.04528926449716508
19,295.5336152398974,-77.83502146428803,19,17.6761672776067,15.548733198068426,0.3640650481054186,0.24805446794809505,0.9998829816684306,0.996660144608041
